"identificador","link_licitacion","fecha_actualizacion","vigente_o_anulada_o_archivada","primera_publicacion","estado","numero_de_expediente","objeto_del_contrato","identificador_unico_ted","valor_estimado_del_contrato","presupuesto_base_sin_impuestos","presupuesto_base_con_impuestos","CPVs","numero_CPVs","cpv_1","des_cpv_1","cpv_2","des_cpv_2","cpv_3","des_cpv_3","cpv_4","des_cpv_4","cpv_5","des_cpv_5","cpv_6","des_cpv_6","cpv_7","des_cpv_7","cpv_8","des_cpv_8","cpv_9","des_cpv_9","cpv_10","des_cpv_10","cpv_11","des_cpv_11","cpv_12","des_cpv_12","cpv_13","des_cpv_13","cpv_14","des_cpv_14","cpv_15","des_cpv_15","cpv_16","des_cpv_16","cpv_17","des_cpv_17","cpv_18","des_cpv_18","cpv_19","des_cpv_19","cpv_20","des_cpv_20","tipo_de_contrato","contrato_mixto","lugar_de_ejecucion","des_lugar_de_ejecucion","lat_lugar_de_ejecucion","lon_lugar_de_ejecucion","organo_de_contratacion","id_oc_en_placsp","nif_oc","dir3","enlace_al_perfil_de_contratante_del_oc","tipo_de_administracion","codigo_postal","tipo_de_procedimiento","sistema_de_contratacion","tramitacion","forma_de_presentacion_de_la_oferta","fecha_de_presentacion_de_ofertas","fecha_de_presentacion_de_solicitudes_de_participacion","directiva_de_aplicacion","contrato_sara_o_umbral","financiacion_europea_y_fuente","descripcion_de_la_financiacion_europea","subasta_electronica","subcontratacion_permitida","subcontratacion_permitida_porcentaje","lote","objeto_licitacion_o_lote","valor_estimado_licitacion_o_lote","presupuesto_base_con_impuestos_licitacion_o_lote","presupuesto_base_sin_impuestos_licitacion_o_lote","CPVs_lote","numero_CPVs_lote","cpv_lote_1","des_cpv_lote_1","cpv_lote_2","des_cpv_lote_2","cpv_lote_3","des_cpv_lote_3","cpv_lote_4","des_cpv_lote_4","cpv_lote_5","des_cpv_lote_5","cpv_lote_6","des_cpv_lote_6","cpv_lote_7","des_cpv_lote_7","cpv_lote_8","des_cpv_lote_8","cpv_lote_9","des_cpv_lote_9","cpv_lote_10","des_cpv_lote_10","cpv_lote_11","des_cpv_lote_11","cpv_lote_12","des_cpv_lote_12","cpv_lote_13","des_cpv_lote_13","cpv_lote_14","des_cpv_lote_14","cpv_lote_15","des_cpv_lote_15","cpv_lote_16","des_cpv_lote_16","cpv_lote_17","des_cpv_lote_17","cpv_lote_18","des_cpv_lote_18","cpv_lote_19","des_cpv_lote_19","cpv_lote_20","des_cpv_lote_20","lugar_ejecucion_licitacion_o_lote","des_lugar_de_ejecucion_licitacion_o_lote","lat_lugar_de_ejecucion_licitacion_o_lote","lon_lugar_de_ejecucion_licitacion_o_lote","resultado_licitacion_o_lote","fecha_del_acuerdo_licitacion_o_lote","numero_de_ofertas_recibidas_por_licitacion_o_lote","precio_de_la_oferta_mas_baja_por_licitacion_o_lote","precio_de_la_oferta_mas_alta_por_licitacion_o_lote","ofertas_excluidas_por_anormalmente_bajas_por_licitacion_o_lote","numero_del_contrato_licitacion_o_lote","fecha_formalizacion_del_contrato_licitacion_o_lote","fecha_entrada_en_vigor_del_contrato_de_licitacion_o_lote","adjudicatario_licitacion_o_lote","tipo_de_identificador_de_adjudicatario_por_licitacion_o_lote","identificador_adjudicatario_de_la_licitacion_o_lote","el_adjudicatario_es_o_no_pyme_de_la_licitacion_o_lote","importe_adjudicacion_sin_impuestos_licitacion_o_lote","importe_adjudicacion_con_impuestos_licitacion_o_lote"
"12846034","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=MI4xvh%2FZgn%2FpxJFXpLZ%2B2A%3D%3D",2025-06-30 14:08:23.514,"VIGENTE",2023-05-31,"Resuelta","A-20/23","""Servicio de mantenimiento de la jardinería y limpieza de exteriores en las zonas dependientes de la Universidad Autónoma de Madrid"".",,"2651835,68","662958,92","787595,2","77310000;90610000;","2","77310000","Servicios de plantación y mantenimiento de zonas verdes","90610000","Servicios de limpieza y barrido de calles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Servicios","No","ES300 - Madrid","Madrid","40.40841191","-3.68760088","Rectorado de la Universidad Autónoma de Madrid","40410210076921","Q2818013A","U02300001","https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=2S%2Bw20IJp5sQK2TEfXGy%2BA%3D%3D","Organismo de Derecho público bajo el control de una autoridad regional","28049","Abierto","No aplica","Ordinaria","Electrónica",2023-06-29 23:59:00,,"2014/24/EU","Sí","No",,"No",,,"Sin lotes","""Servicio de mantenimiento de la jardinería y limpieza de exteriores en las zonas dependientes de la Universidad Autónoma de Madrid"".","2651835,68","787595,2","662958,92","77310000;90610000;","2","77310000","Servicios de plantación y mantenimiento de zonas verdes","90610000","Servicios de limpieza y barrido de calles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ES300 - Madrid","Madrid","40.40841191","-3.68760088","Formalizado",2023-08-01,"4","497219,19","662958,92",,"A-20/23",2023-08-30,,"VALORIZA SERVICIOS MEDIOAMBIENTALES, S.A.","NIF","A28760692",FALSE,"596066,36","708126,84"
"16967600","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=YhDFXVAMT9XkY6rls5tG9A%3D%3D",2025-06-30 08:00:29.26,"VIGENTE",2025-03-21,"Resuelta","P-2/25","Concesión demanial de uso privativo de la parcela 12A de la Universidad Autónoma de Madrid.",,"38557769","38557769","46654900,49","79993000;71200000;45214600;45214620;70130000;79110000;45214631;45100000;71315100;45214630;73111000;79411000;71000000;","13","79993000","Servicios de gestión de edificios e instalaciones","71200000","Servicios de arquitectura y servicios conexos","45214600","Trabajos de construcción de edificios de investigaciones","45214620","Trabajos de construcción de instalaciones para investigación y ensayos","70130000","Servicios de arrendamiento de bienes raíces propios","79110000","Servicios de asesoría y representación jurídicas","45214631","Trabajos de instalación de salas blancas","45100000","Trabajos de preparación del terreno","71315100","Servicios de consultoría en construcción de edificios","45214630","Instalaciones científicas","73111000","Servicios de laboratorio de investigación","79411000","Servicios generales de consultoría en gestión","71000000","Servicios de arquitectura, construcción, ingeniería e inspección",,,,,,,,,,,,,,,"Patrimonial","No","ES300 - Madrid","Madrid","40.40841191","-3.68760088","Rectorado de la Universidad Autónoma de Madrid","40410210076921","Q2818013A","U02300001","https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=2S%2Bw20IJp5sQK2TEfXGy%2BA%3D%3D","Organismo de Derecho público bajo el control de una autoridad regional","28049","Abierto","No aplica","Ordinaria","Electrónica",2025-06-12 23:59:00,,"N/A","No","No",,"No",,,"Sin lotes","Concesión demanial de uso privativo de la parcela 12A de la Universidad Autónoma de Madrid.","38557769","46654900,49","38557769","79993000;71200000;45214600;45214620;70130000;79110000;45214631;45100000;71315100;45214630;73111000;79411000;71000000;","13","79993000","Servicios de gestión de edificios e instalaciones","71200000","Servicios de arquitectura y servicios conexos","45214600","Trabajos de construcción de edificios de investigaciones","45214620","Trabajos de construcción de instalaciones para investigación y ensayos","70130000","Servicios de arrendamiento de bienes raíces propios","79110000","Servicios de asesoría y representación jurídicas","45214631","Trabajos de instalación de salas blancas","45100000","Trabajos de preparación del terreno","71315100","Servicios de consultoría en construcción de edificios","45214630","Instalaciones científicas","73111000","Servicios de laboratorio de investigación","79411000","Servicios generales de consultoría en gestión","71000000","Servicios de arquitectura, construcción, ingeniería e inspección",,,,,,,,,,,,,,,"ES300 - Madrid","Madrid","40.40841191","-3.68760088","Desierto",2025-06-19,"0",,"0",,,,,,,,,,
"16998732","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=gZJi1wlJgT9xseVhcqrkhw%3D%3D",2025-06-26 07:56:34.887,"VIGENTE",2025-03-26,"Resuelta","Sa-13/25","Suministro de medallas de Profesores Titulares de universidad acompañadas por sus correspondientes estuches serigrafiados por dentro y por fuera con el escudo de la Universidad Autónoma de Madrid, así como los cordones para dichas medallas que se corresponderán con los colores de las distintas facultades y Escuela de la Universidad Autónoma de Madrid.",,"16060","14600","17666","18512200;18900000;","2","18512200","Medallas","18900000","Artículos de viaje, talabartería, sacos y bolsas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suministros","No","ES30 - Comunidad de Madrid","Comunidad de Madrid","40.40841191","-3.68760088","Rectorado de la Universidad Autónoma de Madrid","40410210076921","Q2818013A","U02300001","https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=2S%2Bw20IJp5sQK2TEfXGy%2BA%3D%3D","Organismo de Derecho público bajo el control de una autoridad regional","28049","Abierto simplificado","No aplica","Ordinaria","Electrónica",2025-04-09 23:59:00,,"2014/24/EU","No","No",,"No",,,"1","Lote 1",,"15972","13200","18512200;18900000;","2","18512200","Medallas","18900000","Artículos de viaje, talabartería, sacos y bolsas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ES30 - Comunidad de Madrid","Comunidad de Madrid","40.40841191","-3.68760088","Formalizado",2025-06-20,"3",,,FALSE,"Sa-13/25",2025-06-21,,"Eurocebrian S.L.","NIF","B97199806",TRUE,"3156","3818,76"
"16998732","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=gZJi1wlJgT9xseVhcqrkhw%3D%3D",2025-06-26 07:56:34.887,"VIGENTE",2025-03-26,"Resuelta","Sa-13/25","Suministro de medallas de Profesores Titulares de universidad acompañadas por sus correspondientes estuches serigrafiados por dentro y por fuera con el escudo de la Universidad Autónoma de Madrid, así como los cordones para dichas medallas que se corresponderán con los colores de las distintas facultades y Escuela de la Universidad Autónoma de Madrid.",,"16060","14600","17666","18512200;18900000;","2","18512200","Medallas","18900000","Artículos de viaje, talabartería, sacos y bolsas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suministros","No","ES30 - Comunidad de Madrid","Comunidad de Madrid","40.40841191","-3.68760088","Rectorado de la Universidad Autónoma de Madrid","40410210076921","Q2818013A","U02300001","https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=2S%2Bw20IJp5sQK2TEfXGy%2BA%3D%3D","Organismo de Derecho público bajo el control de una autoridad regional","28049","Abierto simplificado","No aplica","Ordinaria","Electrónica",2025-04-09 23:59:00,,"2014/24/EU","No","No",,"No",,,"2","Lote 2",,"1694","1400","18512200;18900000;","2","18512200","Medallas","18900000","Artículos de viaje, talabartería, sacos y bolsas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ES30 - Comunidad de Madrid","Comunidad de Madrid","40.40841191","-3.68760088","Desierto",2025-06-06,"3","0","0",,,,,,,,,,
"16871127","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=DQJARSsgDEY7u6%2B%2FR7DUoA%3D%3D",2025-06-13 09:57:02.953,"VIGENTE",2025-03-10,"Resuelta","S-12/25","Arrendamiento de licencias Microsoft 365 y el uso de la plataforma cloud Azure del mismo fabricante en la Universidad Autónoma de Madrid.",,"1395000","1162500","1406625","48000000;","1","48000000","Paquetes de software y sistemas de información",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suministros","No","ES300 - Madrid","Madrid","40.40841191","-3.68760088","Rectorado de la Universidad Autónoma de Madrid","40410210076921","Q2818013A","U02300001","https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=2S%2Bw20IJp5sQK2TEfXGy%2BA%3D%3D","Organismo de Derecho público bajo el control de una autoridad regional","28049","Abierto","No aplica","Ordinaria","Electrónica",2025-04-25 23:59:00,,"2014/24/EU","Sí","No",,"No","Prestaciones no susceptibles de subcontratación sin previa autorización del
responsable del contrato.",,"Sin lotes","Arrendamiento de licencias Microsoft 365 y el uso de la plataforma cloud Azure del mismo fabricante en la Universidad Autónoma de Madrid.","1395000","1406625","1162500","48000000;","1","48000000","Paquetes de software y sistemas de información",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ES300 - Madrid","Madrid","40.40841191","-3.68760088","Formalizado",2025-05-12,"1","1058634,61","1058634,61",,"S-12/25",2025-06-11,2025-07-01,"TELEFÓNICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIONES DE ESPAÑA S.A.U","NIF","A78053147",FALSE,"1058634,61","1280947,88"
"16151996","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=JfRDzRwyiDEQyBAnWzHfCg%3D%3D",2025-06-12 18:09:08.794,"VIGENTE",2024-11-26,"Resuelta","A-13/25","Servicio de limpieza de instalaciones y lavandería del Colegio Mayor Universitario “Juan Luis Vives” de la Universidad Autónoma de Madrid",,"363000","181500","219615","90911000;","1","90911000","Servicios de limpieza de viviendas, edificios y ventanas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Servicios","No","ES300 - Madrid","Madrid","40.40841191","-3.68760088","Rectorado de la Universidad Autónoma de Madrid","40410210076921","Q2818013A","U02300001","https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=2S%2Bw20IJp5sQK2TEfXGy%2BA%3D%3D","Organismo de Derecho público bajo el control de una autoridad regional","28049","Abierto","No aplica","Ordinaria","Electrónica",2025-01-14 00:59:00,,"2014/24/EU","Sí","No",,"No",,,"Sin lotes","Servicio de limpieza de instalaciones y lavandería del Colegio Mayor Universitario “Juan Luis Vives” de la Universidad Autónoma de Madrid","363000","219615","181500","90911000;","1","90911000","Servicios de limpieza de viviendas, edificios y ventanas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ES300 - Madrid","Madrid","40.40841191","-3.68760088","Formalizado",2025-02-03,"3","138990","171953,28",,"A-13/25",2025-02-28,2025-05-01,"SEPROASISTENCIA CEE, S.L.","NIF","B84334036",TRUE,"138990","168177,9"
"17457354","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=CXBROTwkmVotm4eBPtV6eQ%3D%3D",2025-06-11 16:44:18.764,"VIGENTE",2025-06-11,"Resuelta","P-1/25","Concesión  demanial de un local para la la instalación de una óptica en el Campus Cantoblanco de la Universidad Autónoma de Madrid",,"10000","10000","12100","85160000;","1","85160000","Servicios ópticos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patrimonial","No","ES300 - Madrid","Madrid","40.40841191","-3.68760088","Rectorado de la Universidad Autónoma de Madrid","40410210076921","Q2818013A","U02300001","https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=2S%2Bw20IJp5sQK2TEfXGy%2BA%3D%3D","Organismo de Derecho público bajo el control de una autoridad regional","28049","Negociado sin publicidad","No aplica","Ordinaria","Electrónica",2025-03-07 14:00:00,,"N/A","No","No",,,,,"Sin lotes","Concesión  demanial de un local para la la instalación de una óptica en el Campus Cantoblanco de la Universidad Autónoma de Madrid","10000","12100","10000","85160000;","1","85160000","Servicios ópticos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ES300 - Madrid","Madrid","40.40841191","-3.68760088","Formalizado",2025-02-14,"1","0","0",,"p-1/25",2025-05-05,2025-05-05,"ECOVISION ECONOMATO OPTICO, S.L.","NIF","B81801656",TRUE,"10000","12000"
"17187862","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=S%2FhNUqE21By2gkLQ8TeYKA%3D%3D",2025-06-10 11:04:53.664,"VIGENTE",2025-04-25,"Resuelta","Aa-25/25","Servicio de mantenimiento de los desfibriladores externos (semiautomáticos) instalados en diversos edificios de la Universidad Autónoma de Madrid.",,"13801,54","6572,16","7952,31","50421000;","1","50421000","Servicios de reparación y mantenimiento de equipos médicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Servicios","No","ES300 - Madrid","Madrid","40.40841191","-3.68760088","Rectorado de la Universidad Autónoma de Madrid","40410210076921","Q2818013A","U02300001","https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=2S%2Bw20IJp5sQK2TEfXGy%2BA%3D%3D","Organismo de Derecho público bajo el control de una autoridad regional","28049","Abierto simplificado","No aplica","Ordinaria","Electrónica",2025-05-12 23:59:00,,"N/A","No","No",,"No",,,"Sin lotes","Servicio de mantenimiento de los desfibriladores externos (semiautomáticos) instalados en diversos edificios de la Universidad Autónoma de Madrid.","13801,54","7952,31","6572,16","50421000;","1","50421000","Servicios de reparación y mantenimiento de equipos médicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ES300 - Madrid","Madrid","40.40841191","-3.68760088","Formalizado",2025-06-09,"4","5068,8","6445,44",,"Aa-25/25",2025-06-09,2025-06-10,"COACH RCP FORMACIÓN SL","NIF","B87604567",TRUE,"5068,8","6133,25"
"16935178","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=0qvhe1IMmMNrSd8H4b2soA%3D%3D",2025-06-10 08:49:56.588,"VIGENTE",2025-03-17,"Resuelta","O-4/25","Obras para la instalación de un ascensor en la facultad de profesorado y educación de la Universidad Autónoma de Madrid",,"145277,58","145277,58","175785,87","45313100;","1","45313100","Instalación de ascensores",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Obras","No","ES300 - Madrid","Madrid","40.40841191","-3.68760088","Rectorado de la Universidad Autónoma de Madrid","40410210076921","Q2818013A","U02300001","https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=2S%2Bw20IJp5sQK2TEfXGy%2BA%3D%3D","Organismo de Derecho público bajo el control de una autoridad regional","28049","Abierto","No aplica","Ordinaria","Electrónica",2025-04-21 23:59:00,,"2014/24/EU","No","No",,"No","Sí, previa autorización del órgano de contratación. La empresa subcontratada cumplirá con la solvencia económica y técnica correspondiente a las unidades de obra que le sean subcontratadas",,"Sin lotes","Obras para la instalación de un ascensor en la facultad de profesorado y educación de la Universidad Autónoma de Madrid","145277,58","175785,87","145277,58","45313100;","1","45313100","Instalación de ascensores",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ES300 - Madrid","Madrid","40.40841191","-3.68760088","Formalizado",2025-06-03,"8","114624,01","134980,34",,"O-4/25",2025-06-09,,"CONSTRUCCIONES ELEA, S.A.","NIF","A78347291",TRUE,"114624,01","138695,05"
"10007368","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=YItFhVzoz1qmq21uxhbaVQ%3D%3D",2025-06-09 17:29:47.141,"VIGENTE",2022-05-13,"Resuelta","A-12/22","Servicio de gestión y franqueo de correspondencia y paquetería y servicio de mensajería de la Universidad Autónoma de Madrid",,"644628,08","161157,02","195000","60160000;64110000;64121000;","3","60160000","Transporte de correspondencia por carretera","64110000","Servicios postales","64121000","Servicios multimodales de correo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Servicios",,"ES300 - Madrid","Madrid","40.40841191","-3.68760088","Rectorado de la Universidad Autónoma de Madrid","40410210076921","Q2818013A","U02300001","https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=2S%2Bw20IJp5sQK2TEfXGy%2BA%3D%3D","Organismo de Derecho público bajo el control de una autoridad regional","28049","Abierto","No aplica","Ordinaria","Electrónica",2022-06-09 23:59:00,,"2014/24/EU","Sí","No",,,,,"1","Servicio de gestión del franqueo de la correspondencia y paquetería.",,"75000","61983,47","64110000;60160000;64121000;","3","64110000","Servicios postales","60160000","Transporte de correspondencia por carretera","64121000","Servicios multimodales de correo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ES300 - Madrid","Madrid","40.40841191","-3.68760088","Formalizado",2022-08-09,"6","0","7,91",,"A-12/22 LOTE 1",2022-09-05,2022-09-06,"BANNERS CORPORATE GROUP S.L.","NIF","B87539011",TRUE,"5,94","7,19"
